iter	Passed	Remaining
226	608	2072
227	610	2066
228	611	2059
229	615	2059
230	616	2053
231	618	2047
232	620	2042
233	622	2036
234	623	2030
235	625	2024
236	626	2018
237	628	2012
238	630	2007
239	631	2001
240	633	1995
241	635	1989
242	636	1983
243	638	1977
244	639	1971
245	641	1965
246	642	1959
247	644	1955
248	646	1950
249	648	1944
250	649	1938
251	651	1933
252	653	1928
253	654	1922
254	656	1917
255	657	1911
256	659	1906
257	661	1901
258	662	1895
259	664	1890
260	665	1885
261	667	1880
262	669	1874
263	670	1869
264	672	1864
265	673	1859
266	675	1854
267	677	1849
268	678	1843
269	680	1838
270	681	1833
271	683	1829
272	685	1825
273	693	1837
274	695	1832
275	696	1827
276	698	1823
277	700	1818
278	701	1813
279	703	1808
280	704	1802
281	706	1797
282	707	1793
283	709	1788
284	710	1783
285	712	1779
286	714	1774
287	715	1769
288	717	1765
289	718	1760
290	720	1755
291	722	1750
292	723	1746
293	725	1741
294	726	1737
295	728	1732
296	730	1728
297	731	1723
298	733	1718
299	734	1714
300	736	1709
301	737	1705
302	739	1701
303	741	1697
304	742	1692
305	744	1688
306	745	1683
307	747	1679
308	749	1675
309	750	1670
310	752	1666
311	753	1662
312	755	1657
313	757	1654
314	758	1649
315	760	1645
316	761	1641
317	763	1637
318	764	1632
319	766	1628
320	768	1624
321	769	1620
322	771	1617
323	773	1613
324	775	1609
325	776	1605
326	778	1601
327	779	1597
328	781	1593
329	782	1589
330	784	1585
331	786	1581
332	787	1577
333	789	1573
334	790	1569
335	792	1565
336	793	1561
337	795	1557
338	796	1553
339	798	1550
340	800	1546
341	802	1544
342	804	1540
343	805	1536
344	807	1532
345	808	1528
346	810	1525
347	812	1521
348	813	1517
349	817	1518
350	819	1515
351	821	1511
352	822	1508
353	824	1504
354	825	1500
355	827	1496
356	829	1493
357	830	1489
358	832	1486
359	833	1482
360	835	1478
361	837	1475
362	838	1471
363	840	1467
364	841	1464
365	843	1460
366	845	1457
367	846	1454
368	848	1451
369	850	1447
370	851	1443
371	853	1440
372	854	1436
373	856	1433
374	857	1429
375	859	1426
376	861	1423
377	862	1419
378	864	1416
379	865	1412
380	867	1409
381	869	1406
382	870	1402
383	872	1399
384	874	1396
385	876	1393
386	877	1390
387	879	1386
388	881	1383
389	882	1380
390	884	1377
391	885	1373
392	887	1370
393	888	1367
394	890	1363
395	891	1360
396	893	1357
397	895	1354
398	897	1352
399	901	1351
400	903	1349
401	905	1346
402	907	1343
403	908	1340
404	910	1337
405	912	1334
406	913	1331
407	915	1328
408	917	1325
409	918	1322
410	920	1318
411	922	1315
412	923	1312
413	925	1310
414	927	1307
415	930	1306
416	932	1303
417	933	1299
418	935	1296
419	936	1293
420	938	1290
421	939	1287
422	941	1284
423	943	1281
424	945	1278
425	946	1275
426	948	1272
427	949	1269
428	951	1266
429	952	1262
430	954	1259
431	955	1256
432	957	1254
433	960	1252
434	961	1249
435	963	1246
436	965	1243
437	966	1240
438	968	1237
439	969	1234
440	971	1231
441	973	1228
442	975	1226
443	978	1225
444	981	1224
445	984	1222
446	986	1219
447	989	1219
448	991	1217
449	994	1215
450	996	1213
451	1000	1212
452	1002	1210
453	1006	1209
454	1008	1207
455	1010	1205
456	1012	1203
457	1014	1201
458	1016	1198
459	1019	1196
460	1021	1193
461	1022	1191
462	1026	1190
463	1028	1187
464	1030	1185
465	1033	1184
466	1037	1184
467	1041	1183
468	1044	1182
469	1048	1182
470	1054	1184
471	1058	1183
472	1061	1182
473	1063	1180
474	1065	1178
475	1068	1176
476	1070	1173
477	1072	1171
478	1075	1169
479	1077	1167
480	1079	1164
481	1081	1162
482	1084	1160
483	1086	1158
484	1089	1156
485	1092	1155
486	1095	1153
487	1096	1150
488	1098	1148
489	1100	1145
490	1102	1142
491	1103	1139
492	1105	1136
493	1107	1134
494	1108	1131
495	1110	1128
496	1111	1125
497	1113	1122
498	1115	1119
499	1116	1116
500	1118	1114
501	1120	1111
502	1122	1108
503	1124	1106
504	1132	1110
505	1134	1107
506	1136	1105
507	1137	1102
508	1139	1099
509	1141	1096
510	1142	1093
511	1144	1090
512	1146	1087
513	1147	1085
514	1149	1082
515	1150	1079
516	1152	1076
517	1153	1073
518	1155	1070
519	1157	1068
520	1158	1065
521	1160	1062
522	1161	1059
523	1163	1056
524	1165	1054
525	1166	1051
526	1168	1048
527	1169	1045
528	1171	1042
529	1172	1040
530	1174	1037
531	1176	1034
532	1177	1031
533	1179	1029
534	1181	1026
535	1182	1023
536	1184	1021
537	1185	1018
538	1187	1015
539	1188	1012
540	1190	1010
541	1191	1007
542	1193	1004
543	1195	1002
544	1197	999
545	1199	997
546	1200	994
547	1202	991
548	1204	989
549	1207	987
550	1209	985
551	1210	982
552	1212	980
553	1214	977
554	1215	974
555	1217	972
556	1218	969
557	1220	966
558	1222	964
559	1223	961
560	1225	958
561	1227	956
562	1228	953
563	1230	950
564	1231	948
565	1233	945
566	1234	942
567	1236	940
568	1237	937
569	1239	935
570	1241	932
571	1242	929
572	1244	927
573	1245	924
574	1247	922
575	1249	919
576	1250	916
577	1252	914
578	1253	911
579	1255	909
580	1257	906
581	1258	904
582	1260	901
583	1262	898
584	1263	896
585	1265	893
586	1266	891
587	1268	888
588	1269	886
589	1271	883
590	1273	881
591	1274	878
592	1276	876
593	1278	873
594	1279	870
595	1281	868
596	1282	865
597	1284	863
598	1285	860
599	1287	858
600	1289	855
601	1290	853
602	1292	850
603	1293	848
604	1295	845
605	1297	843
606	1298	840
607	1300	838
608	1302	835
609	1303	833
610	1305	831
611	1306	828
612	1308	826
613	1309	823
614	1311	821
615	1313	818
616	1314	816
617	1316	813
618	1317	811
619	1319	808
620	1321	806
621	1322	803
622	1324	801
623	1325	798
624	1327	796
625	1329	794
626	1330	791
627	1332	789
628	1333	786
629	1335	784
630	1336	781
631	1338	779
632	1339	776
633	1341	774
634	1343	772
635	1344	769
636	1346	767
637	1347	764
638	1349	762
639	1351	759
640	1352	757
641	1354	755
642	1355	752
643	1357	750
644	1359	748
645	1361	745
646	1362	743
647	1364	741
648	1366	738
649	1367	736
650	1369	734
651	1370	731
652	1372	729
653	1373	726
654	1375	724
655	1377	722
656	1378	719
657	1380	717
658	1382	715
659	1383	712
660	1385	710
661	1386	708
662	1388	705
663	1390	703
664	1391	701
665	1393	698
666	1394	696
667	1397	694
668	1400	693
669	1402	690
670	1403	688
671	1405	685
672	1406	683
673	1408	681
674	1410	678
675	1412	676
676	1413	674
677	1415	672
678	1417	669
679	1418	667
680	1420	665
681	1422	663
682	1423	660
683	1425	658
684	1427	656
685	1429	654
686	1432	652
687	1433	650
688	1435	647
689	1437	645
690	1439	643
691	1441	641
692	1443	639
693	1444	637
694	1446	634
695	1447	632
696	1449	630
697	1451	627
698	1452	625
699	1454	623
700	1455	620
701	1457	618
702	1458	616
703	1460	614
704	1462	611
705	1463	609
706	1465	607
707	1467	605
708	1468	602
709	1470	600
710	1471	598
711	1473	596
712	1475	594
713	1477	591
714	1478	589
715	1480	587
716	1482	584
717	1483	582
718	1485	580
719	1486	578
720	1488	575
721	1490	573
722	1491	571
723	1493	569
724	1494	567
725	1496	564
726	1497	562
727	1499	560
728	1501	557
729	1502	555
730	1504	553
731	1506	551
732	1508	549
733	1510	547
734	1512	545
735	1514	543
736	1516	541
737	1518	538
738	1520	536
739	1521	534
740	1523	532
741	1525	530
742	1526	528
743	1528	525
744	1529	523
745	1531	521
746	1532	519
747	1535	517
748	1537	515
749	1539	513
750	1541	511
751	1543	509
752	1545	507
753	1547	504
754	1549	502
755	1551	500
756	1553	498
757	1555	496
758	1557	494
759	1558	492
760	1560	490
761	1562	488
762	1564	485
763	1565	483
764	1567	481
765	1569	479
766	1570	477
767	1572	475
768	1574	472
769	1575	470
770	1577	468
771	1578	466
772	1580	464
773	1582	461
774	1583	459
775	1585	457
776	1587	455
777	1588	453
778	1590	451
779	1591	448
780	1593	446
781	1594	444
782	1596	442
783	1597	440
784	1599	438
785	1601	435
786	1602	433
787	1604	431
788	1605	429
789	1607	427
790	1609	425
791	1610	423
792	1612	420
793	1613	418
794	1615	416
795	1617	414
796	1618	412
797	1620	410
798	1621	407
799	1623	405
800	1625	403
801	1632	403
802	1634	401
803	1636	398
804	1638	396
805	1641	394
806	1642	392
807	1644	390
808	1645	388
809	1647	386
810	1649	384
811	1650	382
812	1652	380
813	1653	377
814	1655	375
815	1656	373
816	1658	371
817	1660	369
818	1661	367
819	1663	365
820	1664	362
821	1666	360
822	1668	358
823	1669	356
824	1671	354
825	1672	352
826	1674	350
827	1675	348
828	1677	346
829	1679	343
830	1680	341
831	1682	339
832	1683	337
833	1685	335
834	1686	333
835	1688	331
836	1690	329
837	1691	327
838	1693	324
839	1694	322
840	1696	320
841	1698	318
842	1699	316
843	1701	314
844	1703	312
845	1704	310
846	1705	308
847	1707	306
848	1709	303
849	1711	301
850	1712	299
851	1714	297
852	1715	295
853	1717	293
854	1718	291
855	1720	289
856	1721	287
857	1723	285
858	1725	283
859	1726	281
860	1728	279
861	1730	276
862	1731	274
863	1733	272
864	1734	270
865	1736	268
866	1737	266
867	1739	264
868	1741	262
869	1742	260
870	1744	258
871	1745	256
872	1747	254
873	1749	252
874	1750	250
875	1752	248
876	1754	246
877	1755	243
878	1757	241
879	1758	239
880	1760	237
881	1761	235
882	1763	233
883	1765	231
884	1766	229
885	1768	227
886	1770	225
887	1772	223
888	1774	221
889	1775	219
890	1777	217
891	1779	215
892	1780	213
893	1782	211
894	1784	209
895	1786	207
896	1788	205
897	1790	203
898	1791	201
899	1793	199
900	1794	197
901	1796	195
902	1798	193
903	1799	191
904	1801	189
905	1802	187
906	1804	185
907	1806	182
908	1807	180
909	1809	178
910	1810	176
911	1812	174
912	1814	172
913	1815	170
914	1817	168
915	1819	166
916	1820	164
917	1822	162
918	1824	160
919	1825	158
920	1827	156
921	1829	154
922	1829	152
923	1831	150
924	1833	148
925	1835	146
926	1836	144
927	1838	142
928	1839	140
929	1841	138
930	1842	136
931	1844	134
932	1845	132
933	1847	130
934	1849	128
935	1851	126
936	1853	124
937	1854	122
938	1856	120
939	1857	118
940	1859	116
941	1861	114
942	1862	112
943	1864	110
944	1866	108
945	1867	106
946	1869	104
947	1870	102
948	1872	100
949	1873	98
950	1875	96
951	1877	94
952	1878	92
953	1880	90
954	1882	88
955	1883	86
956	1885	84
957	1886	82
958	1888	80
959	1889	78
960	1891	76
961	1892	74
962	1895	72
963	1899	70
964	1901	68
965	1903	66
966	1904	65
967	1906	63
968	1908	61
969	1909	59
970	1911	57
971	1913	55
972	1914	53
973	1916	51
974	1918	49
975	1920	47
976	1921	45
977	1922	43
978	1924	41
979	1926	39
980	1929	37
981	1930	35
982	1932	33
983	1934	31
984	1935	29
985	1937	27
986	1938	25
987	1940	23
988	1942	21
989	1943	19
990	1945	17
991	1946	15
992	1948	13
993	1950	11
994	1951	9
995	1953	7
996	1954	5
997	1956	3
998	1957	1
999	1959	0
